iter	RMSE
450	0.4702446045
451	0.4694345968
452	0.4683553205
453	0.4673983321
454	0.464615379
455	0.4640875168
456	0.4630904942
457	0.4601565048
458	0.4589649814
459	0.4579732574
460	0.4555291189
461	0.4549587195
462	0.4545733147
463	0.4527298771
464	0.4523815209
465	0.4510006787
466	0.4506835982
467	0.448965816
468	0.448303672
469	0.4476502321
470	0.4466616194
471	0.4456071835
472	0.4451113319
473	0.4448077948
474	0.4443009546
475	0.4432178315
476	0.4426483513
477	0.4400581486
478	0.4397963457
479	0.4394175814
480	0.4391206249
481	0.437785362
482	0.4376595183
483	0.4371276217
484	0.4350025697
485	0.4339469346
486	0.4335841017
487	0.4326264113
488	0.4316676286
489	0.4301970228
490	0.4286028794
491	0.4280951698
492	0.4261487747
493	0.4245735491
494	0.4236438257
495	0.4234189806
496	0.4231456733
497	0.4221415801
498	0.4217941884
499	0.4208444237
500	0.4182847831
501	0.4172241056
502	0.4169418566
503	0.4165489355
504	0.4155166273
505	0.4141592738
506	0.4138579108
507	0.4136601947
508	0.4128022125
509	0.4121819185
510	0.4109678465
511	0.4105841092
512	0.4084523476
513	0.4076068609
514	0.4061040945
515	0.4050480298
516	0.4037765039
517	0.4033074812
518	0.4020822371
519	0.4016069886
520	0.4012102933
521	0.4007575004
522	0.4003312178
523	0.399731589
524	0.3994097219
525	0.3992343674
526	0.3985996736
527	0.3968486824
528	0.3957010804
529	0.3936862635
530	0.3916143564
531	0.3910990221
532	0.3908896028
533	0.3896338714
534	0.3888263374
535	0.3872197122
536	0.386986973
537	0.3859706047
538	0.3855290497
539	0.3853552302
540	0.3847203386
541	0.3833386767
542	0.3806193463
543	0.3799197821
544	0.3780733439
545	0.3776636069
546	0.3771325348
547	0.375302293
548	0.374311638
549	0.3734284269
550	0.3728848269
551	0.3723211022
552	0.3719478206
553	0.3703793672
554	0.3695653089
555	0.3686891698
556	0.3668190634
557	0.3665365358
558	0.3660787463
559	0.365232787
560	0.3650613282
561	0.3646702202
562	0.3638332193
563	0.3637100703
564	0.3630595272
565	0.3626576243
566	0.3610971481
567	0.3594491254
568	0.3590405872
569	0.3584836697
570	0.3567479711
571	0.3565566863
572	0.3562898708
573	0.3555115917
574	0.3551225906
575	0.3547744046
576	0.3542826435
577	0.3541219445
578	0.3537411852
579	0.3523298976
580	0.3514551322
581	0.3513038689
582	0.3511840044
583	0.3501972686
584	0.3497678894
585	0.3487781013
586	0.3479350835
587	0.3476898553
588	0.347301927
589	0.3471090259
590	0.3451310732
591	0.3447842005
592	0.3433967249
593	0.3423039047
594	0.3420629794
595	0.341428553
596	0.3403889199
597	0.3401721024
598	0.3392468958
599	0.3388815238
600	0.3386935164
601	0.3386036731
602	0.3370203665
603	0.335437418
604	0.3350026853
605	0.3344877939
606	0.332973026
607	0.3317025208
608	0.3311209648
609	0.3302407705
610	0.3295359238
611	0.3286132322
612	0.3280384676
613	0.3265779508
614	0.3261608651
615	0.3260492392
616	0.3248365283
617	0.3245077138
618	0.323631141
619	0.3234080622
620	0.3232627351
621	0.3226787905
622	0.3224636681
623	0.3218099185
624	0.3213171931
625	0.3197998559
626	0.3193653001
627	0.3182402926
628	0.3180058933
629	0.3172487585
630	0.3164628326
631	0.3152794652
632	0.3146254279
633	0.313985611
634	0.3138269305
635	0.3132343385
636	0.3129055787
637	0.3114307042
638	0.3107313291
639	0.310595894
640	0.3095510905
641	0.3094173213
642	0.3088432409
643	0.3085305579
644	0.307825138
645	0.3076934053
646	0.3063320172
647	0.3054966583
648	0.3042124039
649	0.3037353222
650	0.3033962345
651	0.3032255248
652	0.3023000794
653	0.3021754994
654	0.3017232495
655	0.3007926441
656	0.2997231553
657	0.2992803861
658	0.2990326458
659	0.2986368366
660	0.2983515569
661	0.2980793099
662	0.2964376487
663	0.2963039079
664	0.296136771
665	0.2948096471
666	0.2941858643
667	0.2928891879
668	0.2927715837
669	0.2924807962
670	0.2908765502
671	0.2903984567
672	0.2897745443
673	0.2891726979
674	0.2885243016
675	0.2879204595
676	0.2876881055
677	0.287196333
678	0.2866112042
679	0.2862749131
680	0.2862133383
681	0.2848853285
682	0.2847662642
683	0.2839514839
684	0.2836732253
685	0.2834824226
686	0.2829263499
687	0.2826478641
688	0.281694651
689	0.2814521327
690	0.2807999814
691	0.2801455742
692	0.2790765295
693	0.27861853
694	0.278367541
695	0.2772310533
696	0.2771483417
697	0.2765344685
698	0.2764186367
699	0.2756982823
700	0.2749684692
701	0.2747130744
702	0.2741253702
703	0.2737289312
704	0.2725889618
705	0.272153831
706	0.2719569367
707	0.2718855126
708	0.2716308247
709	0.2711567479
710	0.2702803759
711	0.2695507937
712	0.2693877295
713	0.2689506054
714	0.2687799007
715	0.2674267319
716	0.2667947556
717	0.2662888532
718	0.2655810324
719	0.2654180445
720	0.2649025586
721	0.26484512
722	0.2640222869
723	0.2629505726
724	0.2619963985
725	0.2616792328
726	0.261519065
727	0.2608796329
728	0.2606513828
729	0.2604990128
730	0.2600543679
731	0.259592773
732	0.2594417917
733	0.2593079634
734	0.2591580396
735	0.2587091461
736	0.2586174776
737	0.2581144569
738	0.2573816
739	0.2565353478
740	0.2564596687
741	0.2559521223
742	0.2552375797
743	0.2551614466
744	0.2542632855
745	0.2537171421
746	0.2528549789
747	0.2526988278
748	0.2519639752
749	0.2516092432
750	0.2513470276
751	0.2512052023
752	0.2501141356
753	0.2495664403
754	0.2489491956
755	0.2485657424
756	0.2481168375
757	0.2479739254
758	0.2478839754
759	0.2477243901
760	0.2474756947
761	0.2473401659
762	0.246574571
763	0.2460845594
764	0.2450809507
765	0.2447823475
766	0.2445714709
767	0.2432753987
768	0.24304773
769	0.2426500672
770	0.2425163798
771	0.2422913334
772	0.2416829336
773	0.2411020893
774	0.240958221
775	0.2403441406
776	0.2397391537
777	0.2385169286
778	0.2374872003
779	0.2373459594
780	0.2370296808
781	0.2358639932
782	0.2357118915
783	0.2355045654
784	0.2348581931
785	0.2344310447
786	0.2332266858
787	0.2326659841
788	0.2321076456
789	0.2313263411
790	0.2312413245
791	0.23002674
792	0.2297048233
793	0.229313981
794	0.2287318598
795	0.2282882808
796	0.2280803676
797	0.2279359245
798	0.2274960728
799	0.2270838537
800	0.226773346
801	0.2259623052
802	0.2255404902
803	0.2242517767
804	0.2238642049
805	0.2236769426
806	0.2228360086
807	0.2224571254
808	0.2220809499
809	0.2217781323
810	0.2217220201
811	0.2205428608
812	0.2203683722
813	0.22006506
814	0.2192712984
815	0.2189631797
816	0.2187727285
817	0.2183494369
818	0.2179234273
819	0.2175361728
820	0.2172232167
821	0.2169132451
822	0.2167338088
823	0.2163488871
824	0.2159399626
825	0.2158461369
826	0.2156704567
827	0.2154800926
828	0.2146279242
829	0.2141411243
830	0.2134923403
831	0.2132117441
832	0.2130123103
833	0.21283616
834	0.2126690139
835	0.2123160034
836	0.2119537686
837	0.2114997487
838	0.2111436987
839	0.2109602633
840	0.2102423349
841	0.2099558341
842	0.2098180238
843	0.2095526642
844	0.2089596873
845	0.2087274051
846	0.208546092
847	0.2082073895
848	0.2075498706
849	0.2072726982
850	0.206891064
851	0.2067155115
852	0.2065315794
853	0.2063954952
854	0.2059821182
855	0.2054749646
856	0.2051156499
857	0.2047890685
858	0.2043840381
859	0.2037345551
860	0.2034321723
861	0.202643883
862	0.2022589826
863	0.2020033486
864	0.2018400097
865	0.2013360517
866	0.2010974234
867	0.2007299415
868	0.2004269639
869	0.19981155
870	0.1993580672
871	0.1992737541
872	0.1989915667
873	0.1988725378
874	0.1987214443
875	0.198574534
876	0.198153606
877	0.1980066715
878	0.1976192835
879	0.1971703227
880	0.1965094744
881	0.1961177281
882	0.195738893
883	0.1953995564
884	0.1950138139
885	0.1947575005
886	0.194486064
887	0.1941043032
888	0.1937310931
889	0.193473594
890	0.1932942305
891	0.19313832
892	0.1929639633
893	0.1927667428
894	0.1924201037
895	0.1918964565
896	0.1910695127
897	0.1905162672
898	0.1903604853
899	0.1902660479
900	0.1901216614
901	0.1900705263
902	0.1894501163
903	0.1888051261
904	0.1886097055
905	0.1879829726
906	0.1875754122
907	0.1873578732
908	0.1868699931
909	0.1865216748
910	0.1859404159
911	0.185585981
912	0.1851204463
913	0.1849411507
914	0.1843056451
915	0.1839570897
916	0.1834577379
917	0.1833167786
918	0.1830941479
919	0.1826212381
920	0.1820933382
921	0.1818577193
922	0.1817250857
923	0.1813366358
924	0.1810185757
925	0.1807121454
926	0.1803212508
927	0.179971078
928	0.17972015
929	0.1794086251
930	0.1791455596
931	0.1787048493
932	0.1783543586
933	0.1782174176
934	0.1778037578
935	0.1776681843
936	0.1776184861
937	0.1771784864
938	0.1768016691
939	0.1764003698
940	0.1756923712
941	0.1754035326
942	0.1752275468
943	0.1748069874
944	0.1747243357
945	0.1745251559
946	0.1741407397
947	0.1739346213
948	0.1735609981
949	0.1734383045
950	0.1730209363
951	0.1727006019
952	0.1724489815
953	0.1723629479
954	0.1715400863
955	0.1711885161
956	0.1708145633
957	0.1704137409
958	0.1701038557
959	0.16952518
960	0.1692613445
961	0.1688690137
962	0.1686630437
963	0.1684648319
964	0.1682399256
965	0.1680346691
966	0.1676316002
967	0.1674989372
968	0.1667137069
969	0.166389408
970	0.166158168
971	0.1658536305
972	0.1657223553
973	0.1654104175
974	0.1651712438
975	0.1645877148
976	0.1641807535
977	0.1641089085
978	0.1638733614
979	0.1634546566
980	0.1632407265
981	0.1624916138
982	0.1622812487
983	0.1621234428
984	0.1617524031
985	0.1614335504
986	0.1610275257
987	0.1607799576
988	0.1603843928
989	0.1601518707
990	0.1598086362
991	0.159765499
992	0.1594939333
993	0.159251007
994	0.1588206165
995	0.1587232241
996	0.1583409063
997	0.1579315842
998	0.1576443313
999	0.1573433759
